,gameid,LeagueIdx,selCount
3271,4366,2,499
3272,4367,6,563
3273,4368,5,528
3274,4369,6,156
3275,4370,5,198
3276,4372,3,83
3277,4373,4,807
3278,4375,6,662
3279,4376,4,256
3280,4377,4,226
3281,4378,4,369
3282,4379,5,645
3283,4380,4,490
3284,4382,3,506
3285,4383,4,390
3286,4385,4,131
3287,4387,4,355
3288,4388,5,176
3289,4392,5,558
3290,4393,4,378
3291,4397,7,855
3292,4399,3,270
3293,4401,4,338
3294,4403,4,674
3295,4404,6,957
3296,4406,3,286
3297,4407,6,236
3298,4409,3,225
3299,4410,3,219
3300,4412,2,56
3301,4413,3,498
3302,4414,5,640
3303,4415,4,160
3304,4417,5,400
3305,4419,3,391
3306,4421,4,281
3307,4422,4,376
