AllLeagueRec_Scouts,Scouts
1,0.0935819717705959
1,0.14398073153604
1,0.0996493736584083
1,0.143181459285008
1,0.12541494310105
1,0.163664136446326
1,0.121169883299172
1,0.159564104715722
1,0.137851944949537
1,0.11866480967687
1,0.117086118787549
1,0.19202553257223
1,0.188238810547363
1,0.130127274472659
1,0.219339531709324
1,0.1769315990404
1,0.138166993992423
1,0.140911979316245
1,0.146641773976489
1,0.104020467190732
1,0.164191182661651
1,0.151340977750101
1,0.248864626002837
1,0.097465739840232
1,0.13134932188726
1,0.178683703266108
1,0.126124762808332
1,0.142402323927079
1,0.14181396817782
1,0.163384497132282
1,0.11579508192172
1,0.130224041501532
1,0.157523578586445
1,0.0979684651586667
1,0.110828461148936
1,0.126633106495974
1,0.134238259109611
1,0.245806839653544
1,0.139969609158168
1,0.170172516759083
1,0.113540206412849
1,0.263396116736809
1,0.147920939719411
1,0.154365808945012
1,0.150789117058982
1,0.199954869469181
1,0.315666949267061
1,0.143469345570797
1,0.128656388460087
1,0.115053236457723
1,0.137715528274077
1,0.241608654411181
1,0.165864105856565
1,0.264693095558445
1,0.159033611640489
1,0.145552761085221
1,0.0602358806819754
1,0.125637084868286
1,0.10890579387083
1,0.106206693752908
1,0.0971791379173376
1,0.140597934730823
1,0.190267416996836
1,0.0994030477877897
1,0.122430691480019
1,0.123432805906667
1,0.164866728220474
1,0.160803406824897
1,0.103624520064696
1,0.163272204472634
1,0.213693539168398
1,0.137586563397521
1,0.317815842072792
1,0.0995428669454166
1,0.118221378826133
1,0.118370072980953
1,0.0971030854419377
1,0.0991606589266024
1,0.16018557045763
1,0.0810435048646348
1,0.150731268943293
1,0.186162830341702
1,0.101917713134879
1,0.0966896977603747
1,0.122551786623145
1,0.282982566255781
1,0.121158226787431
1,0.163293704686525
1,0.147236133345453
1,0.174062958192642
1,0.17585541851812
1,0.0780190403468079
1,0.064278947355975
1,0.297431778724567
1,0.0904483851385848
1,0.0690061636693084
1,0.141145907566415
1,0.137749747403337
1,0.23892429165936
1,0.169972482926123
1,0.266623985337232
1,0.12899233193518
1,0.130188263960774
1,0.0967410181837607
1,0.106589717004644
1,0.15473981592385
1,0.0637815280732413
1,0.178790971644342
1,0.259049295520731
1,0.157033386661109
1,0.166494565481877
1,0.104306956289683
1,0.379963796222935
1,0.160318755860261
1,0.0775144887259933
1,0.109188423213688
1,0.100238846256788
1,0.157951118529601
1,0.136191892846545
1,0.120077472471257
1,0.216533904991976
1,0.0701939696618407
1,0.217736297298437
1,0.0813339094551242
1,0.112122339367334
1,0.503709062558333
1,0.192005612764201
1,0.186536716352446
1,0.222143348327637
1,0.0998954769996495
1,0.386562619299401
1,0.123992301075022
1,0.156479641169389
1,0.185744930858984
1,0.171350912058459
1,0.0893817256705061
1,0.109493092465822
1,0.155861091545312
1,0.20804712901536
1,0.221196340270815
1,0.132279338304381
1,0.202975758216132
1,0.0818119685699055
1,0.231515619943013
1,0.255728074312697
1,0.123309658152123
1,0.210295786376498
1,0.178365515558546
1,0.158071895238238
1,0.213348949899613
1,0.191064308491494
1,0.190636605470114
1,0.112128761249365
1,0.192191022260804
1,0.178682916785229
1,0.132799247230527
1,0.215892152983736
1,0.18629878707975
1,0.110354795744074
1,0.1719518910844
1,0.317260124694081
1,0.159591780114562
1,Inf
1,0.308042230857786
1,0.133299870964443
1,0.128077049864885
1,0.127366717401772
2,0.191456484287912
2,0.156457117691479
2,0.108146910048525
2,0.194917854991747
2,0.178298503190682
2,0.118412293391878
2,0.274207096863005
2,0.120238852434233
2,0.109913635686745
2,0.0742204839590696
2,0.129264251025624
2,0.175859492956485
2,0.111430688256932
2,0.0968212336218213
2,0.221264697645452
2,0.058589012868926
2,0.218860200546639
2,0.0849765585950015
2,0.288529133353837
2,0.13912435274158
2,0.122051942961584
2,0.174922070224853
2,0.124143665807051
2,0.113064387192504
2,0.201844415679724
2,0.164331327956938
2,0.200614566746941
2,0.238116237720142
2,0.172427360187904
2,0.131738733230993
2,0.09422100354852
2,0.18372362916108
2,0.10526182294522
2,0.109028205647433
2,0.102125591043679
2,0.0855771573511539
2,0.230911622183285
2,0.101310108865236
2,0.142139288651091
2,0.125832372064735
2,0.163809682768347
2,0.214966810196646
2,0.171824730080257
2,0.184446906689485
2,0.167441873071832
2,0.112191212967959
2,0.202812619436371
2,0.102732883449728
2,0.166280699771944
2,0.0682082335268138
2,0.154747031025493
2,0.119699040236943
2,0.17068057929127
2,0.417970292656127
2,0.156856825096321
2,0.228474786206015
2,0.126277623309441
2,0.187635379355284
2,0.121680252186553
2,0.146726638067825
2,0.0607182873702506
2,0.109790081054755
2,0.119360572290651
2,0.443666615726902
2,0.129449993640168
2,0.176091009315233
2,0.244366074164008
2,0.205079438851282
2,0.102291856281338
2,0.161011654982245
2,0.175055226108583
2,0.156900291025909
2,0.134340301094633
2,0.257247185280627
2,Inf
2,0.165550494883677
2,0.118321105100601
2,0.114398286315802
2,0.29297607259981
2,0.0913295336628775
2,0.145403622946654
2,0.156774199361945
2,0.169258247291168
2,0.185650035268428
2,0.15480370706501
2,0.118228854678746
2,0.179811471290207
2,0.391770307888437
2,0.0805445369134839
2,0.113349398565693
2,0.0989184196661176
2,0.107030585531961
2,0.196541762053478
2,0.132847353338476
2,0.0690802971319969
2,0.120683105484745
2,0.122881283415343
2,0.239653395746694
2,0.207548167337716
2,0.10699786383675
2,0.150910718282168
2,0.14791033294507
2,0.134414839848861
2,0.140276451201075
2,0.206843869692709
2,0.133711696055917
2,0.159163862152949
2,0.121451683148172
2,0.135241617209672
2,0.171958755108572
2,0.154670040537012
2,0.12987559327085
2,0.13748940477163
2,0.169126443033699
2,0.292198539468258
2,0.123563190505322
2,0.144908773139825
2,0.1112672678916
2,0.206881849109096
2,0.192491175778064
2,0.234435630128845
2,0.109308190262287
2,0.146882669633158
2,0.11363924015962
2,0.132488451784454
2,0.164169249519352
2,0.149868596430161
2,0.242019663755052
2,0.165813555763254
2,0.281598735529702
2,0.134579389563962
2,0.319092659617393
2,0.132335305413719
2,0.142217799409795
2,0.162697757450923
2,0.0973514632431337
2,0.133890727962193
2,0.127215900457684
2,0.140759837476615
2,0.331922682969444
2,0.124057193423051
2,Inf
2,0.124322732948466
2,0.18467689572931
2,0.277341692990573
2,0.166376346971284
2,0.0814617718177988
2,0.169108895215578
2,0.107193612451505
2,0.284342801807585
2,0.0766414493972837
2,0.142007937052863
2,0.123610793611595
2,0.108787715451167
2,0.135198016594614
2,0.195129047739111
2,0.225479120394222
2,0.18571622569443
2,0.43196608427044
2,0.118976063292835
2,0.161744196846892
2,0.134877142739058
2,0.136554803906527
2,0.140082833665826
2,0.0848223096667935
2,0.0969981738993792
2,0.102470636916151
2,0.26225617407272
2,0.137228645865071
2,0.135288801498174
2,0.196983135517952
2,0.364262216985225
2,0.193656928365855
2,0.103248919881197
2,0.193698509816023
2,0.161998784786136
2,0.141124106916945
2,0.179773909912919
2,0.0903395362653587
2,0.145968060913174
2,0.263710184947108
2,0.253414515805755
2,0.0794437859177719
2,0.23988182335841
2,0.0888670590038585
2,0.110734351727829
2,0.172925281635295
2,0.121365355249119
2,0.0952394807317224
2,0.217117353385045
2,0.284924170065065
2,0.17380115555332
2,0.191608748370064
2,0.11496542277837
2,0.241479594912716
2,0.137764042621203
2,0.122863780682669
2,0.22901561387893
2,0.196784176991184
2,0.224154438189886
2,0.097654740158628
2,0.230720256830363
2,0.174071443366064
2,0.139486977260388
2,0.130822190996449
2,0.112723116163027
2,0.173729846823629
2,0.500066097902577
2,0.183486780068815
2,0.142881472483347
2,0.090810675142602
2,0.129981865533678
2,0.135869604270897
2,0.197851216259175
2,0.237854254105467
2,0.235285256657664
2,0.0859732321700259
2,0.110801863970954
2,0.366649238384548
2,0.111260194484647
2,0.0976729065769179
2,0.291003560203391
2,0.11861149523464
2,0.242417272715927
2,0.219235736318463
2,0.120853200747318
2,0.0919322369948187
2,0.319987368466653
2,0.18417878760427
2,0.131660123221262
2,0.243761201531995
2,0.129729516634889
2,0.207526361339506
2,0.121495912428315
2,0.133181812954921
2,0.143233677441155
2,0.191528447869821
2,0.133399912675747
2,0.245394947864937
2,0.127331459149576
2,0.171453772091936
2,0.103704860810335
2,0.0885767343695577
2,0.147803493169284
2,0.212008765443682
2,0.157801671835562
2,0.0603552802709757
2,0.0764217619131717
2,0.0569237638818108
2,0.296967408430592
2,0.0971433964295017
2,0.0834046851484736
2,0.277091278535937
2,0.144174349520854
2,0.0810095248105375
2,0.194653342994612
2,0.138983753227223
2,0.133062929678079
2,0.109016841074172
2,0.247985446864125
2,0.23218235566802
2,0.138980451442871
2,0.129878610159628
2,0.217342750070209
2,0.134699183746814
2,0.127268883337125
2,0.16700602593377
2,0.112697566243328
2,0.127831769647308
2,0.186044254272331
2,0.0955714400617529
2,0.133107981723972
2,0.115520838819625
2,0.0961524258109156
2,0.12642177221732
2,0.187251095504642
2,0.135367740425204
2,0.115400405722448
2,0.148174165081882
2,0.153032159313817
2,0.179115416115592
2,0.128761295028596
2,0.253634679325059
2,0.104453682984724
2,0.182322073923208
2,0.165433246450812
2,0.0918394082536771
2,0.173671923742792
2,0.257246315331326
2,0.100325763842648
2,0.108469107456905
